,X20190815_UWPRQE_COPEPODS_01_ADJNSAF,X20190815_UWPRQE_COPEPODS_02_ADJNSAF,X20190815_UWPRQE_COPEPODS_03_ADJNSAF,X20190815_UWPRQE_COPEPODS_04_ADJNSAF,X20190815_UWPRQE_COPEPODS_05_ADJNSAF,X20190815_UWPRQE_COPEPODS_06_ADJNSAF,X20190815_UWPRQE_COPEPODS_07_ADJNSAF,X20190815_UWPRQE_COPEPODS_08_ADJNSAF,X20190815_UWPRQE_COPEPODS_09_ADJNSAF,X20190815_UWPRQE_COPEPODS_10_ADJNSAF,X20190815_UWPRQE_COPEPODS_11_ADJNSAF,X20190815_UWPRQE_COPEPODS_12_ADJNSAF,X20190815_UWPRQE_COPEPODS_13_ADJNSAF,X20190815_UWPRQE_COPEPODS_14_ADJNSAF,X20190815_UWPRQE_COPEPODS_15_ADJNSAF,X20190815_UWPRQE_COPEPODS_16_ADJNSAF,X20190815_UWPRQE_COPEPODS_17_ADJNSAF,X20190815_UWPRQE_COPEPODS_18_ADJNSAF,X20190815_UWPRQE_COPEPODS_19_ADJNSAF,X20190815_UWPRQE_COPEPODS_20_ADJNSAF,X20190815_UWPRQE_COPEPODS_21_ADJNSAF,X20190815_UWPRQE_COPEPODS_22_ADJNSAF,X20190815_UWPRQE_COPEPODS_23_ADJNSAF,X20190815_UWPRQE_COPEPODS_24_ADJNSAF,X20190815_UWPRQE_COPEPODS_25_ADJNSAF,X20190815_UWPRQE_COPEPODS_26_ADJNSAF,X20190815_UWPRQE_COPEPODS_27_ADJNSAF,X20190815_UWPRQE_COPEPODS_28_ADJNSAF,X20190815_UWPRQE_COPEPODS_29_ADJNSAF,X20190815_UWPRQE_COPEPODS_30_ADJNSAF,X20190815_UWPRQE_COPEPODS_31_ADJNSAF,X20190815_UWPRQE_COPEPODS_32_ADJNSAF,X20190815_UWPRQE_COPEPODS_33_ADJNSAF,X20190815_UWPRQE_COPEPODS_34_ADJNSAF,X20190815_UWPRQE_COPEPODS_35_ADJNSAF,X20190815_UWPRQE_COPEPODS_36_ADJNSAF,X20190815_UWPRQE_COPEPODS_37_ADJNSAF,X20190815_UWPRQE_COPEPODS_38_ADJNSAF,X20190815_UWPRQE_COPEPODS_39_ADJNSAF,X20190815_UWPRQE_COPEPODS_40_ADJNSAF,X20190815_UWPRQE_COPEPODS_41_ADJNSAF,X20190815_UWPRQE_COPEPODS_42_ADJNSAF,X20190815_UWPRQE_COPEPODS_43_ADJNSAF,X20190815_UWPRQE_COPEPODS_44_ADJNSAF,X20190815_UWPRQE_COPEPODS_45_ADJNSAF,X20190815_UWPRQE_COPEPODS_46_ADJNSAF,X20190815_UWPRQE_COPEPODS_47_ADJNSAF,X20190815_UWPRQE_COPEPODS_48_ADJNSAF,X20190815_UWPRQE_COPEPODS_49_ADJNSAF,X20190815_UWPRQE_COPEPODS_50_ADJNSAF,X20190815_UWPRQE_COPEPODS_51_ADJNSAF,X20190815_UWPRQE_COPEPODS_52_ADJNSAF,X20190815_UWPRQE_COPEPODS_53_ADJNSAF,X20190815_UWPRQE_COPEPODS_54_ADJNSAF,X20190815_UWPRQE_COPEPODS_55_ADJNSAF,X20190815_UWPRQE_COPEPODS_56_ADJNSAF,X20190815_UWPRQE_COPEPODS_57_ADJNSAF,X20190815_UWPRQE_COPEPODS_58_ADJNSAF,X20190815_UWPRQE_COPEPODS_59_ADJNSAF,X20190815_UWPRQE_COPEPODS_60_ADJNSAF,X20190815_UWPRQE_COPEPODS_61_ADJNSAF,X20190815_UWPRQE_COPEPODS_62_ADJNSAF,X20190815_UWPRQE_COPEPODS_63_ADJNSAF,X20190815_UWPRQE_COPEPODS_64_ADJNSAF,X20190815_UWPRQE_COPEPODS_65_ADJNSAF,X20190815_UWPRQE_COPEPODS_66_ADJNSAF,X20190815_UWPRQE_COPEPODS_67_ADJNSAF,X20190815_UWPRQE_COPEPODS_68_ADJNSAF,X20190815_UWPRQE_COPEPODS_69_ADJNSAF,X20190815_UWPRQE_COPEPODS_70_ADJNSAF,X20190815_UWPRQE_COPEPODS_71_ADJNSAF,X20190815_UWPRQE_COPEPODS_72_ADJNSAF,X20190815_UWPRQE_COPEPODS_74_ADJNSAF,X20190815_UWPRQE_COPEPODS_75_ADJNSAF,X20190815_UWPRQE_COPEPODS_76_ADJNSAF,X20190815_UWPRQE_COPEPODS_77_ADJNSAF
TRINITY_DN11059_c0_g1_i1|m.3331,10.1241,9.2089,0,0,9.5512,9.3131,9.253,9.1504,0,8.8546,0,0,0,9.1268,8.7042,0,0,0,8.7203,0,9.5077,9.3067,9.4244,8.5791,8.4475,18.6877,0,0,0,8.7938,0,0,17.8119,8.454,8.8884,0,9.1789,8.7051,8.6713,9.0317,0,0,9.7201,0,0,9.5061,8.4951,8.658,8.9612,17.5934,0,8.6808,8.2718,9.3135,8.2559,9.1433,8.6471,9.1909,0,7.7239,9.2704,8.3631,7.2807,0,6.8864,6.6672,0,0,8.3066,7.1971,7.3177,8.9691,14.5432,8.6166,7.1414,8.0379
TRINITY_DN11067_c0_g1_i1|m.3336,0,0,0,0,0,12.5913,0,0,5.7767,0,0,0,6.9039,0,0,6.3888,12.1159,0,5.8949,5.44,0,0,0,0,0,6.3164,6.3398,0,6.1287,5.9446,0,0,6.0204,5.7149,6.0085,0,12.4099,0,0,12.2109,5.9178,5.891,0,0,5.8139,6.4262,0,5.8528,6.0578,0,0,0,5.5918,6.2959,0,12.3618,5.8454,0,0,5.2213,6.2668,0,4.9217,4.8864,4.6552,4.507,4.5943,0,0,9.7305,0,0,0,0,9.6552,0
TRINITY_DN11232_c0_g1_i1|m.3408,22.813,20.7506,44.0198,20.5897,43.0441,41.9711,52.125,41.2377,19.2558,39.9049,0,9.5039,23.013,10.2829,39.2269,42.5921,10.0966,43.1322,39.2996,0,21.4241,73.3991,63.7091,38.6632,28.5524,52.6371,31.699,0,20.4289,19.8154,9.3682,19.7634,40.1361,0,0,19.8702,10.3416,0,0,10.1757,0,9.8183,21.9027,0,9.6898,74.9718,47.8555,0,10.0963,39.6439,0,19.5608,46.5981,31.4797,0,51.5075,0,51.7755,9.2621,0,41.7788,9.4224,8.2029,8.144,0,7.5117,7.6571,0,46.7941,0,0,0,0,38.832,0,18.1121
TRINITY_DN11265_c0_g1_i1|m.3414,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8536,12.2584,13.31,0,13.4788,12.2811,0,13.39,26.214,13.2727,12.0822,11.8968,13.1593,0,12.9969,12.7681,0,0,12.3521,12.5425,0,12.5178,12.4189,0,12.2597,12.212,0,0,0,13.6892,24.4332,0,13.3878,11.9639,0,25.2407,0,25.0456,12.2255,23.299,13.1165,0,0,12.178,25.8877,0,0,0,0,0,0,9.6984,9.3897,9.5714,0,0,10.1359,10.3058,0,10.2408,12.135,10.0575,11.3201
TRINITY_DN11422_c0_g1_i1|m.3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4166,0,6.8726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7883,0,0,0,7.1871,0,0,0,0,0,5.9604,0,6.4537,11.2368,5.5781,0,5.145,5.2446,0,0,5.5539,0,0,5.6114,0,5.511,0
TRINITY_DN11482_c0_g1_i1|m.3507,16.3991,24.861,15.8218,14.8009,20.6282,15.0854,14.988,9.8812,23.0701,14.3428,25.7863,22.7728,0,4.9279,14.0991,25.5144,19.3545,20.6704,28.2505,17.3803,20.5342,15.0751,10.1772,23.1608,13.6833,20.1803,10.1275,9.9657,14.6853,18.9924,22.4478,14.2069,24.0432,18.2585,19.1966,14.2837,14.8681,9.4004,14.0458,14.6296,18.9066,9.4105,15.7447,9.3673,23.2184,15.3981,13.7604,14.0243,9.677,18.9987,19.2043,9.3742,8.9325,15.0861,17.8306,9.8736,18.6755,9.925,8.8774,20.852,10.0109,31.6088,19.6555,15.6116,14.8729,14.3995,11.0086,12.9609,22.4253,15.5439,15.8044,19.371,23.5571,23.262,19.2796,21.6998
TRINITY_DN11554_c0_g1_i1|m.3536,0,0,9.5973,0,0,0,18.1831,0,0,26.1006,0,0,0,0,0,27.8582,0,0,0,0,9.3419,9.1444,0,0,16.6002,0,0,18.1352,0,8.6404,0,0,0,0,26.2,0,0,0,0,26.6225,0,8.5625,0,0,0,0,0,0,8.8049,0,8.7368,0,24.3827,0,0,8.9839,0,18.0612,0,0,0,0,0,0,0,0,0,0,8.1618,0,0,0,0,8.4663,0,0
TRINITY_DN11554_c0_g2_i1|m.3537,0,0,0,0,9.3846,0,0,0,0,0,0,0,0,0,17.1048,0,8.8052,0,0,0,9.3419,0,27.7801,16.8589,0,0,0,18.1352,0,8.6404,0,0,0,0,0,0,0,0,0,0,8.6014,8.5625,0,0,8.4504,18.6807,33.3875,0,8.8049,0,8.7368,0,0,0,0,8.9839,0,18.0612,0,0,0,0,14.3074,0,6.7663,0,6.6777,0,8.1618,7.0715,0,0,0,8.4663,0,0
TRINITY_DN11722_c0_g2_i1|m.3598,36.2112,8.2344,13.1011,8.1705,17.081,16.6552,12.4107,24.5462,11.4618,15.8353,3.5587,15.0855,27.3964,12.2415,23.3493,21.127,24.0395,17.1159,19.4938,10.7937,25.5048,4.1609,25.2814,26.8494,15.1071,20.8877,20.9649,12.378,16.2134,27.5214,0,19.6066,23.8906,22.6782,23.8434,0,24.6228,15.5679,3.8768,24.2279,19.5693,23.3769,21.7288,7.7566,19.2258,21.2505,30.3844,23.2255,20.0323,0,0,19.4055,18.4913,20.8199,18.4557,28.6153,34.7943,16.4367,14.7017,0,20.7236,14.9563,16.2756,9.6953,0,0,0,21.4643,18.5691,0,13.0867,12.03,13.0042,23.1143,0,14.3747
TRINITY_DN11847_c0_g1_i1|m.3623,0,0,0,0,10.0885,0,0,0,0,0,0,0,0,0,9.1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4069,0,0,0,0,0,0,0,0,9.2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN12021_c0_g1_i1|m.3702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN12329_c0_g1_i1|m.3833,0,0,0,0,0,0,0,0,19.9657,0,12.398,6.5695,0,0,0,0,0,0,20.3742,18.802,0,0,0,0,0,0,0,0,7.0607,0,0,0,0,6.584,0,6.8676,0,6.7796,0,0,0,6.7868,0,6.7557,0,0,0,0,6.979,0,0,0,0,0,6.4297,0,0,0,6.4024,12.0307,0,0,5.6702,5.6295,5.3632,5.1925,5.2929,6.2316,6.4692,5.6051,5.699,0,5.6631,0,11.1235,0
TRINITY_DN12335_c0_g1_i2|m.3824,8.5549,3.4584,3.6683,1.7158,3.587,2.6232,6.0812,3.4365,4.0116,5.8195,2.242,3.9599,5.7532,4.2845,4.9034,3.5493,3.3655,3.5943,5.7312,3.0222,4.4633,3.4952,4.4242,8.0548,4.7587,6.141,3.5221,4.3323,1.7024,2.4769,2.3421,3.2939,9.1979,3.1749,5.8416,3.3117,5.1708,1.6346,1.6283,2.5439,2.4657,3.2728,1.8252,1.6289,2.4225,6.2476,9.5711,3.2516,3.3654,8.2591,3.3394,3.2601,5.4364,6.9955,3.8757,6.0092,4.0593,4.3146,3.0874,3.6259,4.352,7.0668,8.2029,6.7867,9.0518,6.2598,6.3809,3.005,5.4593,7.433,7.5576,3.3684,8.8754,6.472,5.364,5.2827
TRINITY_DN12348_c0_g1_i1|m.3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3162,0,0,0,0,0,0,13.576,0,0,0,0,0,0,0,0,0,0,13.0081,0,0,0,0,0,0,0,0,0,0,0,9.3121,0,0,0,10.0521,10.2206,12.5271,0,0,0,0
TRINITY_DN12368_c0_g1_i1|m.3849,9.7215,8.8426,28.1377,43.87,73.3707,0,35.5398,17.5729,0,34.0099,0,0,68.6467,43.819,33.432,72.6002,51.6304,27.5703,0,0,36.5183,62.5561,63.3471,16.4758,24.3344,35.8889,9.0054,26.5845,34.822,33.7763,7.9843,16.8438,34.2069,0,34.1394,16.9348,0,25.0768,24.9792,60.7074,25.2177,66.943,28.0006,16.659,33.0334,54.7684,8.1572,0,17.2096,50.6811,25.6148,16.6711,7.9429,26.8293,0,17.5594,8.3032,44.1268,0,0,0,0,13.9822,27.7638,19.8376,0,0,0,39.8813,6.9108,0,0,41.8942,41.3693,6.8574,7.7182
TRINITY_DN12409_c0_g1_i1|m.3872,56.5612,0,40.9275,0,26.6802,39.0227,64.6177,0,11.9354,12.3672,0,0,14.2642,0,24.3142,0,37.5494,26.7348,0,11.2398,26.5587,0,52.6521,11.9824,0,39.1515,13.0988,25.779,12.6625,24.5646,11.6135,12.2501,24.8778,11.8077,37.243,12.3162,0,12.1584,12.1111,25.2291,12.2268,36.5143,27.1521,12.1156,24.0243,13.2772,23.73,0,12.5161,36.859,24.8386,0,0,26.0163,23.0619,12.7705,12.0774,12.8369,0,10.7879,0,11.6807,0,20.1918,9.6182,18.6242,9.4923,0,11.6018,10.0521,10.2206,0,0,12.0347,19.9488,0
TRINITY_DN12493_c0_g1_i1|m.3886,0,0,0,0,0,0,30.0721,0,0,0,0,0,0,0,0,15.3577,43.6872,46.6574,0,13.077,0,0,0,0,0,30.3675,0,14.9964,0,28.5799,13.5118,0,0,13.7378,28.8872,0,0,42.4376,56.3633,14.6765,0,28.322,0,0,27.9514,30.895,0,14.0693,0,0,43.3482,0,0,45.4034,40.2475,0,0,0,0,37.6539,0,0,35.4933,0,0,10.8343,11.0439,0,0,0,0,14.5748,11.8163,0,0,0
TRINITY_DN12494_c0_g1_i1|m.3885,14.378,0,0,0,13.5643,26.4523,26.2815,0,0,0,11.3041,11.9797,29.008,12.9616,0,13.4219,12.7268,13.5921,12.3843,11.4287,0,13.2171,13.3843,0,11.9968,13.2699,39.9567,13.1061,12.8754,12.4887,11.8087,0,0,0,0,37.5697,65.1779,0,0,0,12.4323,12.376,13.8042,0,12.214,0,12.0644,0,12.7264,0,0,12.3282,11.7474,52.907,35.1743,12.9851,0,13.0526,11.6749,10.9692,13.1656,11.877,0,0,0,0,9.6518,0,0,0,0,12.7377,0,12.237,20.2841,22.8304
TRINITY_DN12623_c0_g1_i1|m.3947,91.8646,135.7842,99.7093,103.6392,64.9995,84.5055,104.9496,72.6502,96.9252,80.3455,90.2811,143.5147,127.4209,72.4632,49.3627,75.0364,71.1506,108.5541,69.2358,82.1483,75.4874,73.8917,106.8945,77.8453,86.2321,63.5884,63.8235,136.0748,92.547,79.7937,113.1731,79.5843,80.811,86.2989,131.0588,80.0143,72.8768,108.6098,98.352,51.2201,99.2912,59.3052,44.0993,88.5497,78.0387,86.2571,67.4473,58.921,81.3124,99.7749,131.1113,78.7682,93.8217,84.5092,74.9126,62.2239,78.4623,83.3967,121.2154,87.6064,63.0888,85.3712,49.5476,98.3843,124.9727,143.6811,131.0442,54.4531,56.5298,130.6101,141.0991,81.3843,148.4574,68.412,97.2004,63.8178
TRINITY_DN12783_c1_g1_i1|m.3989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8268,0,0,0,0,0,0,0,0,6.7986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN12801_c0_g1_i1|m.3996,0,0,0,0,4.5987,13.4523,0,0,0,0,0,4.0615,9.8346,0,0,0,12.9444,0,0,0,0,0,0,0,4.0673,0,9.0311,0,0,4.2341,4.0035,0,12.8641,8.1409,8.5592,0,0,0,0,4.3486,12.6448,4.1959,4.6801,4.1766,4.1409,0,4.0902,12.506,4.3147,8.4709,8.5626,0,3.9827,0,0,0,4.1634,0,0,0,8.9271,0,0,10.4411,3.3157,0,3.2723,7.7051,0,0,0,4.3185,0,4.1487,0,0
TRINITY_DN12811_c0_g1_i1|m.4001,31.3941,28.5559,45.4333,56.6688,0,14.4396,14.3463,28.3745,26.4988,0,0,26.1574,0,14.1507,0,0,0,0,13.5205,12.4772,0,0,0,13.3015,0,0,14.5408,0,0,0,12.892,0,0,0,0,13.6722,0,13.497,13.4445,0,0,0,0,26.8989,0,14.7389,13.1712,26.8478,0,13.639,13.7866,0,12.8252,14.4402,12.8004,14.1764,26.814,0,12.746,11.9755,14.3734,25.9333,33.8651,33.6222,21.3543,31.0118,10.5373,12.406,25.7582,22.3175,22.6916,27.8125,11.2743,13.3596,33.2176,12.4625
TRINITY_DN12819_c0_g1_i1|m.4007,46.8761,28.4255,22.6129,0,29.4823,7.1868,28.5616,7.0612,6.5945,27.3321,0,0,55.1681,28.1722,26.8677,29.1727,69.1548,36.9282,0,0,22.011,28.7276,14.5455,13.2408,26.0752,28.8422,28.9489,21.3647,13.9924,13.5722,12.8332,20.3049,20.6179,19.5716,20.5772,6.8049,14.1665,13.4353,6.6915,48.7877,33.7771,47.0741,22.5027,0,39.8211,14.6716,13.1111,13.3626,20.7458,20.365,27.4473,20.0967,19.1499,14.3743,0,21.1675,13.3458,56.7402,6.3439,0,14.3078,0,22.4737,16.7343,0,0,10.4892,0,12.8203,11.1078,39.529,6.9214,5.6114,26.5972,16.5329,6.2028
TRINITY_DN12999_c0_g1_i1|m.4046,23.7636,64.8457,57.3174,21.4476,11.2094,0,10.8594,10.739,0,0,18.6832,0,0,0,0,11.0917,0,0,20.4685,18.889,0,10.9225,11.0606,10.0685,19.8281,0,33.0198,10.8307,31.9201,10.3205,29.2757,10.2934,0,19.8434,10.4315,20.6981,0,0,10.1767,0,51.3694,20.4548,68.4458,0,60.5613,11.1565,0,81.2891,21.0339,30.9718,0,0,9.7079,10.9304,9.6892,10.7307,10.1483,21.5731,28.9441,18.1297,32.6397,9.815,8.5447,8.4834,0,15.6495,15.9523,18.7813,9.7488,0,0,31.5788,0,0,8.3813,28.3002
